prefix,input_file,group,input_dir,task,segclass,th,auc,Jacc,mIoU,mDice,AP
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.4,0.5011527524994499,0.027768559812007456,0.49282274500951134,0.6602559382505835,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.45,0.5011527524994499,0.025909165862453943,0.49333330607441284,0.660713973350852,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.5,0.5011527524994499,0.024085764659045668,0.49382188173518876,0.661152012613824,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.55,0.5011527524994499,0.02237733023720133,0.4942671579937803,0.6615510041963102,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.6000000000000001,0.5011527524994499,0.02071333869460323,0.4946866980561292,0.6619267408514946,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.65,0.5011527524994499,0.01914089763177479,0.4950932008032539,0.6622905721718169,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.7000000000000001,0.5011527524994499,0.017539556660180627,0.49550539871015864,0.6626592973889174,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.75,0.5011527524994499,0.01592765269801061,0.4959278478839424,0.6630369639363478,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.8,0.5011527524994499,0.014203791870968095,0.4963879065658934,0.6634479913208433,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.8500000000000001,0.5011527524994499,0.01215254943224166,0.49691163741812594,0.6639156340193935,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.9,0.5011527524994499,0.009674707863378401,0.4975472911576476,0.6644827601516605,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,0,0,0.9500000000000001,0.5011527524994499,0.006270413296032413,0.49841115759314336,0.6652527275634689,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.05,0.500482863790341,0.046932347211674975,0.4874387878159138,0.6554068529907278,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.1,0.500482863790341,0.0353829228941012,0.4907191188223561,0.6583656332879589,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.15000000000000002,0.500482863790341,0.026204473421099855,0.4932252500821541,0.6606173449156096,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.2,0.500482863790341,0.019726994906621394,0.4949592827543595,0.6621709210799125,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.25,0.500482863790341,0.015315865862042624,0.49609641292008333,0.663187753012318,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.30000000000000004,0.500482863790341,0.012256635533708825,0.4968716568729366,0.6638800911742376,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.35000000000000003,0.500482863790341,0.010156599184510638,0.49741888975063586,0.6643683793071344,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.4,0.500482863790341,0.008580296080639403,0.49783115346309337,0.6647360023400102,0.0
image1,image1.npz,train,/home/gxm324/Documents/IHC/ImPartial2/Data/PECAM/two/,1,0,0.45,0.500482863790341,0.007420382472113413,0.4981297014425885,0.6650020949876634,0.0
